uuid,displayname,displayIcon,contentTierUuid,language
7aa16eb6-45ef-1446-fdaa-5f8fbbd04bee,نونكا أولفيدادوس آريز,https://media.valorant-api.com/weaponskins/7aa16eb6-45ef-1446-fdaa-5f8fbbd04bee/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
d21e2975-4586-635c-3fe4-e6be738243b3,السماوي آريز,https://media.valorant-api.com/weaponskins/d21e2975-4586-635c-3fe4-e6be738243b3/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
0fac1dcf-48d0-c6c4-675e-2a8013bc879c,ميج بانك آريز,https://media.valorant-api.com/weaponskins/0fac1dcf-48d0-c6c4-675e-2a8013bc879c/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
cd8eb70d-443c-d9fd-48cd-98bace9d5132,مينيما آريز,https://media.valorant-api.com/weaponskins/cd8eb70d-443c-d9fd-48cd-98bace9d5132/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
26bb8b5c-4b3f-e0f6-39f7-bfa6eae59c00,البطل الباسل آريز,https://media.valorant-api.com/weaponskins/26bb8b5c-4b3f-e0f6-39f7-bfa6eae59c00/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
0f4b0478-4759-911d-c44b-2a907534789d,أيون آريز,https://media.valorant-api.com/weaponskins/0f4b0478-4759-911d-c44b-2a907534789d/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
759bca71-4764-19f8-8890-239eedb78fa3,أوني آريز,https://media.valorant-api.com/weaponskins/759bca71-4764-19f8-8890-239eedb78fa3/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
4e459b3b-4dab-934f-1d77-bdbe75b6fcca,9 أرواح آريز,https://media.valorant-api.com/weaponskins/4e459b3b-4dab-934f-1d77-bdbe75b6fcca/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
ff555802-4633-0c8b-93f8-b8887666e3ad,بوليفروغ آريز,https://media.valorant-api.com/weaponskins/ff555802-4633-0c8b-93f8-b8887666e3ad/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
398ef7c2-4055-980e-a8b4-669ca8bc5084,ديفاين سواين آريز,https://media.valorant-api.com/weaponskins/398ef7c2-4055-980e-a8b4-669ca8bc5084/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
e4b7f196-4f05-825f-e795-a59fc829195d,الأحجية آريز,https://media.valorant-api.com/weaponskins/e4b7f196-4f05-825f-e795-a59fc829195d/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
165116bf-497a-3ffa-38dc-c58d4475e225,التصادم الأول آريز,https://media.valorant-api.com/weaponskins/165116bf-497a-3ffa-38dc-c58d4475e225/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
acccab4a-4093-8a4a-f1d3-299071d763d3,مظهر مفضل عشوائي,https://media.valorant-api.com/weaponskins/acccab4a-4093-8a4a-f1d3-299071d763d3/displayicon.png,,ar-AE
9f3e2ba6-428f-c635-67e0-b8b7d9e3c2fc,حراس النور آريز,https://media.valorant-api.com/weaponskins/9f3e2ba6-428f-c635-67e0-b8b7d9e3c2fc/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
2666f98d-4f88-8cb9-4927-629d75a6a7ad,ساكورا آريز,https://media.valorant-api.com/weaponskins/2666f98d-4f88-8cb9-4927-629d75a6a7ad/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
bef693e7-419c-af25-c26c-558b3e3bb473,ألعاب الظلال آريز,https://media.valorant-api.com/weaponskins/bef693e7-419c-af25-c26c-558b3e3bb473/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
43538e40-48bf-0262-d4a7-bbba3c56df77,تساقط الثلج آريز,,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
d29d764d-41ce-5a4d-0a96-7b8b91da16fd,درع الأشواك آريز,https://media.valorant-api.com/weaponskins/d29d764d-41ce-5a4d-0a96-7b8b91da16fd/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
5305d9c4-4f46-fbf4-9e9a-dea772c263b5,آريز قياسي,https://media.valorant-api.com/weaponskins/5305d9c4-4f46-fbf4-9e9a-dea772c263b5/displayicon.png,,ar-AE
d980c0c8-492b-b8df-2d91-af99a7707170,الأبدي فاندال,https://media.valorant-api.com/weaponskins/d980c0c8-492b-b8df-2d91-af99a7707170/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
e5490f71-455b-74ad-f762-f5a876d4dff9,آر جي إكس 11زي برو فاندال,https://media.valorant-api.com/weaponskins/e5490f71-455b-74ad-f762-f5a876d4dff9/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
c97cd8a3-44ef-8425-5bf6-11bf72128606,ألتيتود فاندال,https://media.valorant-api.com/weaponskins/c97cd8a3-44ef-8425-5bf6-11bf72128606/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
ba6f2526-4ed2-8e62-49aa-ebbb04290682,‎الجزء 2 فاندال VALORANT GO!,https://media.valorant-api.com/weaponskins/ba6f2526-4ed2-8e62-49aa-ebbb04290682/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
4c926aa9-4f26-bc80-c486-9b888333373f,أراكسيس فاندال,https://media.valorant-api.com/weaponskins/4c926aa9-4f26-bc80-c486-9b888333373f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
db91451c-4309-2c8c-eded-bf842d844e52,نبتون فاندال,https://media.valorant-api.com/weaponskins/db91451c-4309-2c8c-eded-bf842d844e52/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
6191bb0b-456f-1a3e-df13-cdb0c1b8b1e4,أريستوكرات فاندال,,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
000ad7b1-44b0-9345-ea47-9cbd7dcdbb38,انتقام غايا فاندال,https://media.valorant-api.com/weaponskins/000ad7b1-44b0-9345-ea47-9cbd7dcdbb38/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
6dee8259-4620-920a-cef7-14944bbed130,‏MK.VII الحرية فاندال,https://media.valorant-api.com/weaponskins/6dee8259-4620-920a-cef7-14944bbed130/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
d3733bfe-48d7-b119-3195-249d3b46b528,الاستكشاف فاندال,https://media.valorant-api.com/weaponskins/d3733bfe-48d7-b119-3195-249d3b46b528/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
9bf19b77-4b33-7203-9f2c-16932970622f,‎فاندال Champions 2021,https://media.valorant-api.com/weaponskins/9bf19b77-4b33-7203-9f2c-16932970622f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
b0f65660-4c51-13b7-9d01-e29a1e2879b0,‎فاندال Champions 2023,https://media.valorant-api.com/weaponskins/b0f65660-4c51-13b7-9d01-e29a1e2879b0/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
6c4315b8-4ff1-baaa-5aac-5790c7443353,الأصول فاندال,https://media.valorant-api.com/weaponskins/6c4315b8-4ff1-baaa-5aac-5790c7443353/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
ffb65a92-4654-a7f8-1908-bf9bb18995a3,أوديسا النجوم فاندال,https://media.valorant-api.com/weaponskins/ffb65a92-4654-a7f8-1908-bf9bb18995a3/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
74789f33-4632-8052-96d7-258538721a32,غليتش بوب فاندال,https://media.valorant-api.com/weaponskins/74789f33-4632-8052-96d7-258538721a32/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
8e762a1f-4102-b7ce-d6a0-9690c5bfe160,كرونوفويد فاندال,https://media.valorant-api.com/weaponskins/8e762a1f-4102-b7ce-d6a0-9690c5bfe160/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
522a264e-4ca7-adb0-6cf1-28b2ef938727,بشائر الفوضى فاندال,https://media.valorant-api.com/weaponskins/522a264e-4ca7-adb0-6cf1-28b2ef938727/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
18609205-4edb-5966-cff8-0fba0230ba1e,شعلة الأسلاف فاندال,https://media.valorant-api.com/weaponskins/18609205-4edb-5966-cff8-0fba0230ba1e/displayicon.png,411e4a55-4e59-7757-41f0-86a53f101bb5,ar-AE
917ca6e8-403e-3691-78d9-a8aa6118385f,إمبيريوم فاندال,https://media.valorant-api.com/weaponskins/917ca6e8-403e-3691-78d9-a8aa6118385f/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
5b6b1eee-4185-8f83-9374-3391d0f0f742,سرمد فاندال,https://media.valorant-api.com/weaponskins/5b6b1eee-4185-8f83-9374-3391d0f0f742/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
9b62faf1-416c-b736-0edb-39b890f1f18d,نايترو فاندال,,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
f7f63b78-4b12-b21e-a0e7-6bafbad81509,العقل الجمعي فاندال,https://media.valorant-api.com/weaponskins/f7f63b78-4b12-b21e-a0e7-6bafbad81509/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
5a658084-453f-e971-5def-2bb9cf6e5e90,فينتوري فاندال,https://media.valorant-api.com/weaponskins/5a658084-453f-e971-5def-2bb9cf6e5e90/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
437307c6-424c-6a48-9738-949b91166353,المنبوذ فاندال,https://media.valorant-api.com/weaponskins/437307c6-424c-6a48-9738-949b91166353/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
25980352-4407-60ff-eb27-058c1ea696cc,تفوق جماعي فاندال,https://media.valorant-api.com/weaponskins/25980352-4407-60ff-eb27-058c1ea696cc/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
948d31a0-4c2a-9c82-2b89-fe9f2ec65036,المدمر فاندال,https://media.valorant-api.com/weaponskins/948d31a0-4c2a-9c82-2b89-fe9f2ec65036/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
6f3a2a08-4f32-dbdc-8dca-628a5c840052,دوت إي إكس إي فاندال,https://media.valorant-api.com/weaponskins/6f3a2a08-4f32-dbdc-8dca-628a5c840052/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
23d61dbb-457a-5590-2e91-38a67a52c332,‎فاندال .SYS,https://media.valorant-api.com/weaponskins/23d61dbb-457a-5590-2e91-38a67a52c332/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
a70fd508-44ea-8de3-3b30-d3a7eb9db42e,برايمورديوم فاندال,https://media.valorant-api.com/weaponskins/a70fd508-44ea-8de3-3b30-d3a7eb9db42e/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
9d71edb0-453c-defa-507d-57aa2935b379,الأفق فاندال,https://media.valorant-api.com/weaponskins/9d71edb0-453c-defa-507d-57aa2935b379/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
b9ee2457-481c-6776-3f5b-0ca8e8f90c89,برايم فاندال,https://media.valorant-api.com/weaponskins/b9ee2457-481c-6776-3f5b-0ca8e8f90c89/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
b6f79657-4a6d-e2ae-3d64-4fbcde2958a4,زيروفانغ فاندال ,https://media.valorant-api.com/weaponskins/b6f79657-4a6d-e2ae-3d64-4fbcde2958a4/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
41b55c92-4aeb-9c86-854a-4abcd48ea0ba,الانهيار الجليدي فاندال,https://media.valorant-api.com/weaponskins/41b55c92-4aeb-9c86-854a-4abcd48ea0ba/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
580dc7c6-4342-86fe-1fe8-c4b63e212fc9,حاجز الأمان فاندال,https://media.valorant-api.com/weaponskins/580dc7c6-4342-86fe-1fe8-c4b63e212fc9/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
a810ec6b-46e7-767d-7186-2cbe49e7fe1b,السوق.السوداء فاندال,https://media.valorant-api.com/weaponskins/a810ec6b-46e7-767d-7186-2cbe49e7fe1b/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
a383091d-4c7a-eb6d-0f45-e78232ede644,بريزم II فاندال,https://media.valorant-api.com/weaponskins/a383091d-4c7a-eb6d-0f45-e78232ede644/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
11a93854-44f0-bd66-f434-3f81744ddd8d,كاي/تاك فاندال,https://media.valorant-api.com/weaponskins/11a93854-44f0-bd66-f434-3f81744ddd8d/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
b3a65992-469c-bab8-736e-49bbda91c650,مونستروسيتي فاندال,https://media.valorant-api.com/weaponskins/b3a65992-469c-bab8-736e-49bbda91c650/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
6460e252-48ef-8312-6f4f-2cb5f1b56972,نونكا أولفيدادوس فاندال,https://media.valorant-api.com/weaponskins/6460e252-48ef-8312-6f4f-2cb5f1b56972/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
30fd16af-4560-b2e2-7780-ee8148a0946a,الفاخر فاندال,https://media.valorant-api.com/weaponskins/30fd16af-4560-b2e2-7780-ee8148a0946a/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
148d7f02-4259-9c17-a1a4-6fa220a56551,ميج بانك فاندال,https://media.valorant-api.com/weaponskins/148d7f02-4259-9c17-a1a4-6fa220a56551/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
c2c7746c-496a-6372-bd7a-3186276db2d1,البطل الباسل فاندال,https://media.valorant-api.com/weaponskins/c2c7746c-496a-6372-bd7a-3186276db2d1/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
bbd3a52f-411e-3475-a6aa-ea88b54de53c,السرعة المفرطة فاندال,https://media.valorant-api.com/weaponskins/bbd3a52f-411e-3475-a6aa-ea88b54de53c/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
d758abc0-4d99-62d3-b22b-0db0e57de881,سيلفانوس فاندال,https://media.valorant-api.com/weaponskins/d758abc0-4d99-62d3-b22b-0db0e57de881/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
8b688de6-42d3-9430-8f38-32b0b3d1c2c6,كريمزن بيست فاندال,https://media.valorant-api.com/weaponskins/8b688de6-42d3-9430-8f38-32b0b3d1c2c6/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
d8d5d7a1-4d81-8560-54bc-0692ab40f69b,كورونامي فاندال,https://media.valorant-api.com/weaponskins/d8d5d7a1-4d81-8560-54bc-0692ab40f69b/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
596ce51d-40e3-dc21-b02d-b08d070a7883,أيون فاندال,https://media.valorant-api.com/weaponskins/596ce51d-40e3-dc21-b02d-b08d070a7883/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
7156c2ee-41fc-f8f4-d457-ebb287965c08,أوني فاندال,https://media.valorant-api.com/weaponskins/7156c2ee-41fc-f8f4-d457-ebb287965c08/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
f328add7-4710-ab8d-95bb-409bc8278a35,كرايوستايسيس فاندال,https://media.valorant-api.com/weaponskins/f328add7-4710-ab8d-95bb-409bc8278a35/displayicon.png,60bca009-4182-7998-dee7-b8a2558dc369,ar-AE
04d8cc84-468a-b696-85ae-a193077838ed,لونا فاندال,https://media.valorant-api.com/weaponskins/04d8cc84-468a-b696-85ae-a193077838ed/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
72c1e90b-40ca-4304-02eb-28bb2aea4ed2,صخب الألوان فاندال,https://media.valorant-api.com/weaponskins/72c1e90b-40ca-4304-02eb-28bb2aea4ed2/displayicon.png,12683d76-48d7-84a3-4e09-6985794f0445,ar-AE
9c808029-48f5-ce89-21c5-88bf4228d2ed,مظهر مفضل عشوائي,https://media.valorant-api.com/weaponskins/9c808029-48f5-ce89-21c5-88bf4228d2ed/displayicon.png,,ar-AE
5e080cdf-408c-a193-1eb9-7fa3af301f00,أوريون فاندال,https://media.valorant-api.com/weaponskins/5e080cdf-408c-a193-1eb9-7fa3af301f00/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
e8df3725-40de-b8ec-77bd-62a989685a85,حراس النور فاندال,https://media.valorant-api.com/weaponskins/e8df3725-40de-b8ec-77bd-62a989685a85/displayicon.png,e046854e-406c-37f4-6607-19a9ba8426fc,ar-AE
f946ef5c-46ab-e146-a712-1d99a1651356,ساكورا فاندال,https://media.valorant-api.com/weaponskins/f946ef5c-46ab-e146-a712-1d99a1651356/displayicon.png,0cebb8be-46d7-c12a-d306-e9907bfc5a25,ar-AE
